Case Type,Status,Request Received (Year),Request Received (Quarter),Request Received (Month),Case Active Days (grouped)
FOIA Complaints,Closed,2020,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 2,May,Up to 40 days used
FOIA Complaints,Closed,2022,Quarter 4,October,Up to 40 days used
FOIA Complaints,Closed,2022,Quarter 3,July,Up to 40 days used
FOIA Complaints,Closed,2023 to September,Quarter 3,August,Up to 40 days used
FOIA Complaints,Closed,2022,Quarter 3,August,Up to 40 days used
FOIA Complaints,Closed,2022,Quarter 2,April,Up to 40 days used
FOIA Complaints,Closed,2019,Quarter 3,September,Up to 60 days used
FOIA Complaints,Closed,2019,Quarter 3,August,Up to 60 days used
FOIA Complaints,Closed,2019,Quarter 4,October,Up to 60 days used
FOIA Complaints,Closed,2022,Quarter 3,September,Up to 60 days used
FOIA Complaints,Closed,2021,Quarter 3,September,More than 60 days used
FOIA Complaints,Closed,2022,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,June,Up to 40 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 40 days used
FOIA Complaints,Closed,2022,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 4,December,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 4,December,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 4,October,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 2,June,Up to 40 days used
FOIA Complaints,Closed,2022,Quarter 3,July,Up to 40 days used
FOIA Complaints,Closed,2022,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 4,October,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 1,February,Up to 60 days used
FOIA Complaints,Closed,2019,Quarter 3,July,Up to 40 days used
FOIA Complaints,Closed,2021,Quarter 4,November,Up to 40 days used
FOIA Complaints,Closed,2020,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 3,July,Up to 60 days used
FOIA Complaints,Closed,2022,Quarter 1,February,Up to 40 days used
FOIA Complaints,Closed,2021,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 4,December,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 4,October,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,June,Up to 60 days used
FOIA Complaints,Closed,2020,Quarter 1,January,Up to 40 days used
FOIA Complaints,Closed,2022,Quarter 4,October,Up to 40 days used
FOIA Complaints,Closed,2022,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 4,December,Up to 40 days used
FOIA Complaints,Closed,2023 to September,Quarter 2,June,Up to 40 days used
FOIA Complaints,Closed,2019,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,August,Up to 40 days used
FOIA Complaints,Closed,2021,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,September,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 3,August,Up to 40 days used
FOIA Complaints,Closed,2021,Quarter 2,April,Up to 40 days used
FOIA Complaints,Closed,2019,Quarter 2,April,More than 60 days used
FOIA Complaints,Closed,2019,Quarter 4,December,Up to 40 days used
FOIA Complaints,Closed,2021,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 3,August,Up to 40 days used
FOIA Complaints,Closed,2022,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 2,April,Up to 40 days used
FOIA Complaints,Closed,2019,Quarter 4,October,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 4,October,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 3,August,Up to 40 days used
FOIA Complaints,Closed,2020,Quarter 4,October,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 4,December,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,May,Up to 40 days used
FOIA Complaints,Closed,2022,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 3,September,Up to 40 days used
FOIA Complaints,Closed,2021,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 4,October,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 4,November,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 3,September,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,July,More than 60 days used
FOIA Complaints,Closed,2020,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 3,September,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 3,September,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 4,December,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 4,November,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 3,August,Up to 60 days used
FOIA Complaints,Closed,2019,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 3,September,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 4,December,Up to 40 days used
FOIA Complaints,Closed,2022,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 4,November,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 4,October,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,September,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 4,December,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 4,December,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 4,November,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 4,October,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 3,September,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 4,October,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 4,December,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 4,October,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 4,November,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 3,September,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 4,November,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 4,October,Up to 40 days used
FOIA Complaints,Closed,2020,Quarter 1,January,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 4,November,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 4,November,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,September,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 4,November,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 4,November,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 4,October,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 4,December,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 4,November,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 4,November,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,September,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 3,September,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 1,February,Up to 60 days used
FOIA Complaints,Closed,2022,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 3,September,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 2,May,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 4,December,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 4,November,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 2,April,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 3,August,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 2,June,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 4,November,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,September,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 4,December,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 1,March,Up to 20 days used
FOIA Complaints,Closed,2022,Quarter 3,September,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2021,Quarter 4,December,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 4,November,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2023 to September,Quarter 1,February,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,September,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,September,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,September,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 3,July,Up to 20 days used
FOIA Complaints,Closed,2020,Quarter 4,December,Up to 20 days used
FOIA Complaints,Closed,2019,Quarter 3,July,Up to 20 days used
